correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
1,This video does not feature youtube,This video does not feature friendship,"This video features friendship, but not talking",This video features friendship,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8801.mp4
3,This video features dance,This video does not feature fashion,"This video features dance, but not interview","This video features interview, but not dance",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9039.mp4
2,This video does not feature police,"This video features fire, but not running","This video features running, but not fire",This video features fire,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9323.mp4
2,This video does not feature runway,"This video features men, but not fashion",This video features runway and fashion,This video features men,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9348.mp4
1,This video features makeup,This video does not feature makeup,"This video features makeup, but not advice",This video does not feature skincare,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7684.mp4
1,"This video features dog, but not horse",This video does not feature dog,This video features dog,This video does not feature feeding,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9451.mp4
3,This video features waterfall,This video does not feature speaking,"This video features waterfall, but not beach",This video features speaking and beach,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7589.mp4
1,This video does not feature playing,"This video features costume, but not running","This video features running, but not costume",This video features running,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7542.mp4
3,This video features color,"This video features color, but not television",This video does not feature black and white,"This video features television, but not color",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9834.mp4
0,This video does not feature crying,This video features crying,This video does not feature laughing,"This video features crying, but not talking",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9357.mp4
3,This video does not feature party,This video features birthday,"This video features birthday, but not karaoke","This video features karaoke, but not birthday",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7725.mp4
2,This video features baseball,This video does not feature basketball,This video does not feature baseball,"This video features baseball, but not dunk",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7839.mp4
0,"This video features bus, but not fire",This video features fire,"This video features fire, but not bus",This video does not feature car,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8497.mp4
0,"This video features goals, but not tennis","This video features tennis, but not goals",This video does not feature soccer,This video features tennis,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8661.mp4
3,This video does not feature red balloons,"This video features angry crowd, but not gifts",This video features angry crowd,This video features red balloons and gifts,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9405.mp4
0,This video features police car and driving,This video features danger,This video does not feature police car,"This video features danger, but not driving",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8089.mp4
2,"This video features shorts, but not patches",This video features shorts,This video does not feature shorts,This video does not feature jeans,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9503.mp4
1,This video features drama,"This video features singing and dancing, but not drama",This video does not feature animated characters,"This video features drama, but not singing and dancing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9805.mp4
2,"This video features european culture, but not bbc news",This video features european culture,"This video features bbc news, but not european culture",This video does not feature african culture,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8022.mp4
1,"This video features man, but not woman",This video features jacket and woman,This video features man,This video does not feature jacket,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8825.mp4
3,This video does not feature women,"This video features fighting, but not talking",This video features fighting,This video does not feature fighting,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9835.mp4
1,This video does not feature minecraft,This video does not feature fighting,This video features fighting,"This video features fighting, but not walking up stairs",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9334.mp4
0,This video does not feature singing,This video does not feature bill murray,"This video features singing, but not david letterman",This video features singing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8930.mp4
0,This video does not feature cooking,This video does not feature fishing,"This video features cooking, but not boat",This video features cooking,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8025.mp4
3,This video does not feature medal,"This video features sharing, but not cartoon",This video features sharing,This video does not feature sharing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7172.mp4
2,This video features traffic jam,This video does not feature traffic data,This video does not feature traffic jam,"This video features traffic jam, but not graphs",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7432.mp4
3,"This video features football, but not world of warcraft",This video does not feature video game,This video features football,"This video features world of warcraft, but not football",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7035.mp4
3,"This video features art, but not economy",This video does not feature wine,This video features art,This video does not feature art,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7145.mp4
2,This video features children,"This video features children, but not women",This video features applying makeup and women,This video does not feature applying makeup,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7571.mp4
2,This video does not feature race car,This video features safety,This video does not feature safety,"This video features safety, but not driving",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7544.mp4
2,This video does not feature dog,"This video features cat, but not video game","This video features video game, but not cat",This video features cat,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7798.mp4
0,This video features battery and assembling,This video features power supply,"This video features power supply, but not assembling",This video does not feature battery,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8121.mp4
3,"This video features boat, but not traditional clothing",This video does not feature cultural festival,This video features boat,This video does not feature boat,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8241.mp4
1,This video features telecommunications,This video does not feature telecommunications,This video does not feature eating,"This video features telecommunications, but not cartoon",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9524.mp4
1,"This video features no windows, but not game",This video features zombies and game,This video does not feature zombies,This video features no windows,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9010.mp4
2,This video features cooking,"This video features cooking, but not introduction","This video features introduction, but not cooking",This video does not feature fire extinguisher,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7060.mp4
1,"This video features rapping, but not playing guitar",This video does not feature rapping,This video features rapping,This video does not feature singing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7419.mp4
3,"This video features music, but not interview",This video features music,This video does not feature celebrity,This video features celebrity and interview,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7794.mp4
2,This video features cooperation,This video does not feature dancing,"This video features prank, but not cooperation","This video features cooperation, but not prank",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9238.mp4
2,"This video features dog, but not man",This video features dog,This video does not feature dog,This video does not feature goat,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8044.mp4
3,This video does not feature car,This video features house,"This video features house, but not advertising",This video does not feature house,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7356.mp4
2,"This video features captain america, but not discussion",This video features captain america,"This video features discussion, but not captain america",This video does not feature avengers,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8907.mp4
3,This video features mac,"This video features mac, but not instructions",This video does not feature windows,"This video features instructions, but not mac",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7913.mp4
1,This video features piano,This video does not feature piano,This video does not feature singing,"This video features piano, but not guitar",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8314.mp4
0,This video does not feature painting,This video features painting,"This video features painting, but not cartoon",This video does not feature drawing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7977.mp4
0,"This video features kitchen, but not cupcake","This video features cupcake, but not kitchen",This video does not feature cutting,This video features cupcake,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7554.mp4
3,"This video features music, but not audience",This video does not feature comedy,This video features music,This video does not feature music,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8445.mp4
1,This video does not feature stroller,"This video features woman, but not man","This video features man, but not woman",This video features man,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8123.mp4
0,"This video features video, but not food",This video features food,"This video features food, but not video",This video does not feature credits,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8909.mp4
3,This video features pasta,This video does not feature play dough,"This video features pasta, but not preparing","This video features preparing, but not pasta",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9256.mp4
2,This video does not feature sports,This video features cycling,"This video features basketball, but not cycling","This video features cycling, but not basketball",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8979.mp4
0,This video does not feature fighting,This video features fighting,This video does not feature interview,"This video features fighting, but not talking",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8917.mp4
1,This video features silence,This video features conversation and dancing,This video does not feature conversation,"This video features silence, but not dancing",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8786.mp4
3,This video features ballet slippers,"This video features ballet slippers, but not dancing",This video does not feature ballet,This video does not feature ballet slippers,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9251.mp4
1,"This video features dance, but not timing","This video features timing, but not dance",This video does not feature coaching,This video features dance,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9302.mp4
1,This video does not feature fox news,"This video features political discussion, but not sports","This video features sports, but not political discussion",This video features sports,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7731.mp4
2,"This video features women, but not children",This video features women,This video does not feature women,This video does not feature fire station,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8815.mp4
3,"This video features baking, but not burgers",This video does not feature grilling,This video features baking,This video features grilling and burgers,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9333.mp4
0,"This video features strapped, but not executed","This video features executed, but not strapped",This video does not feature electric chair,This video features executed,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9520.mp4
0,This video does not feature radio,"This video features radio, but not video",This video features radio,This video does not feature sports,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7358.mp4
1,This video features depressed,This video features guy and excited,"This video features depressed, but not excited",This video does not feature guy,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8492.mp4
1,This video does not feature sports,This video features sports and highlights,This video features swimming,"This video features swimming, but not highlights",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8913.mp4
0,This video features video game and gun,This video features peace,This video does not feature video game,"This video features peace, but not gun",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7780.mp4
3,"This video features cake, but not churros",This video features cake,This video does not feature cooking,This video features cooking and churros,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8915.mp4
0,This video does not feature solo,This video features solo,"This video features solo, but not group",This video does not feature singing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7756.mp4
3,"This video features cooking, but not make up",This video features cooking,This video does not feature editing,"This video features make up, but not cooking",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9688.mp4
0,"This video features runway, but not males",This video does not feature fashion,This video features males,"This video features males, but not runway",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7730.mp4
0,This video features cooking and tasting,"This video features sink, but not tasting",This video does not feature cooking,This video features sink,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8834.mp4
1,This video features hair,This video features makeup and tutorial,"This video features hair, but not tutorial",This video does not feature makeup,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8320.mp4
2,"This video features fighting, but not talking",This video does not feature movie,"This video features talking, but not fighting",This video features fighting,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7583.mp4
2,This video does not feature man,"This video features elephant, but not snake","This video features snake, but not elephant",This video features elephant,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8078.mp4
1,This video features grilling,This video features cooking and preparing food,"This video features grilling, but not preparing food",This video does not feature cooking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8479.mp4
1,This video does not feature band,This video does not feature sad,"This video features sad, but not performing",This video features sad,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7367.mp4
3,"This video features drum, but not singing",This video features drum,This video does not feature guitar,This video does not feature drum,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8251.mp4
3,This video features peace,"This video features peace, but not soccer",This video does not feature rugby,This video does not feature peace,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9823.mp4
3,This video features hip-hop music,"This video features hip-hop music, but not woman",This video does not feature country music,"This video features woman, but not hip-hop music",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7586.mp4
3,"This video features cooking, but not interview",This video does not feature bill murray,This video features cooking,This video features bill murray and interview,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7159.mp4
0,"This video features men, but not comedy","This video features comedy, but not men",This video does not feature horror movie,This video features comedy,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7576.mp4
1,This video does not feature video game,This video does not feature basketball,"This video features basketball, but not walkthrough",This video features basketball,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8860.mp4
0,This video does not feature football,"This video features football, but not driving",This video does not feature bus,This video features football,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7701.mp4
0,"This video features game, but not football",This video does not feature baseball,"This video features football, but not game",This video features football,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7021.mp4
0,"This video features woman, but not man",This video does not feature photograph,This video features man,"This video features man, but not woman",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9810.mp4
0,This video does not feature earthquake,This video does not feature news,This video features earthquake,"This video features earthquake, but not burst of light",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7119.mp4
1,"This video features mosque, but not church",This video does not feature mosque,This video features mosque,This video does not feature choir,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8336.mp4
3,"This video features playing video game, but not movie",This video does not feature people,This video features playing video game,This video does not feature playing video game,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7685.mp4
0,This video features baseball and bat,This video features basketball,"This video features basketball, but not bat",This video does not feature baseball,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7787.mp4
0,This video features video game and minecraft,"This video features basketball, but not minecraft",This video features basketball,This video does not feature video game,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8313.mp4
0,This video features barbeque and potatoes,This video does not feature barbeque,"This video features hamburgers, but not potatoes",This video features hamburgers,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9694.mp4
3,"This video features fighting, but not star trek",This video features fighting,This video does not feature discussing,This video features discussing and star trek,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7371.mp4
1,This video does not feature beard,This video does not feature sports,This video features sports,"This video features sports, but not news",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7967.mp4
2,This video does not feature dance,This video features ball,This video does not feature ball,"This video features ball, but not music",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9802.mp4
3,This video does not feature dietician,This video features fast food,"This video features fast food, but not grocery shopping","This video features grocery shopping, but not fast food",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8899.mp4
1,"This video features losing, but not playing","This video features playing, but not losing",This video features losing,This video does not feature commentating,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9226.mp4
0,"This video features snowy mountain, but not hiking",This video does not feature juggling,"This video features hiking, but not snowy mountain",This video features hiking,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7564.mp4
2,This video does not feature science fiction,This video features horror,"This video features avatar, but not horror","This video features horror, but not avatar",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8071.mp4
3,This video features splash,"This video features splash, but not water",This video does not feature dives,This video does not feature splash,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8949.mp4
0,This video features video game and playing,This video does not feature video game,"This video features board game, but not playing",This video features board game,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8462.mp4
1,This video features skiing,"This video features playing, but not skiing",This video does not feature sims,"This video features skiing, but not playing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9458.mp4
1,This video does not feature microwave,"This video features cooking, but not grilling","This video features grilling, but not cooking",This video features grilling,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7154.mp4
0,"This video features talking, but not fighting",This video does not feature spongebob squarepants,This video features fighting,"This video features fighting, but not talking",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9808.mp4
2,This video features sunny,This video does not feature foggy,This video features foggy and ships,"This video features sunny, but not ships",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8248.mp4
3,This video does not feature shark,"This video features horse, but not video game",This video features horse,"This video features video game, but not horse",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9452.mp4
3,"This video features peace, but not throwing",This video does not feature animation,This video features peace,This video features animation and throwing,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8655.mp4
0,This video does not feature driving safely,"This video features driving safely, but not crashing",This video features driving safely,This video does not feature car,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9800.mp4
1,This video features mario bros,"This video features cartoon, but not mario bros",This video does not feature dragon ball z,"This video features mario bros, but not cartoon",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9247.mp4
1,This video does not feature water,"This video features forest, but not desert","This video features desert, but not forest",This video features desert,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8307.mp4
2,"This video features cooking, but not reporting",This video does not feature news,This video features news and reporting,This video features cooking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9791.mp4
1,"This video features tennis, but not playing",This video does not feature tennis,This video features tennis,This video does not feature artificial intelligence,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8626.mp4
0,This video features man and mobile phone,"This video features woman, but not mobile phone",This video features woman,This video does not feature man,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8682.mp4
1,This video features peace,"This video features game, but not peace","This video features peace, but not game",This video does not feature first person shooter,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9837.mp4
1,This video does not feature fingernails,This video features fingernails and painting,This video features feet,"This video features feet, but not painting",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8791.mp4
0,"This video features singing, but not happy",This video features happy,"This video features happy, but not singing",This video does not feature punk rock,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7767.mp4
2,This video features swimming,"This video features swimming, but not play fighting","This video features play fighting, but not swimming",This video does not feature kids,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9576.mp4
1,This video does not feature yellow car,This video does not feature repair,"This video features repair, but not damage",This video features repair,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9975.mp4
2,This video does not feature man,"This video features reading, but not talking",This video does not feature reading,This video features reading,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9249.mp4
3,"This video features baking, but not bowl",This video features baking,This video does not feature cooking,This video features cooking and bowl,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7744.mp4
3,This video does not feature truck,This video features boat,"This video features boat, but not driving","This video features driving, but not boat",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7614.mp4
0,"This video features sand, but not water",This video features water,This video does not feature truck,"This video features water, but not sand",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7796.mp4
3,This video features success,This video does not feature mistakes,"This video features success, but not quotes",This video features mistakes and quotes,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7333.mp4
3,"This video features music, but not tv shows",This video does not feature people hugging,This video features music,"This video features tv shows, but not music",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9023.mp4
