filepath,captions
data/synthetic_visual_negation/data/positive/147941_img.png,"[""A workbench with a slide rule next to a calculator.""]"
data/synthetic_visual_negation/data/positive/51346_img.png,"[""A photo of a plant louse next to a leaf.""]"
data/synthetic_visual_negation/data/positive/99205_img.png,"[""A snowy mountain landscape with an Alpine ibex next to a chamois.""]"
data/synthetic_visual_negation/data/positive/100097_img.png,"[""A royal throne with a coronet beside a scepter.""]"
data/synthetic_visual_negation/data/positive/34022_img.png,"[""A snowy park scene with a Pomeranian next to a sled.""]"
data/synthetic_visual_negation/data/positive/235736_img.png,"[""A modern kitchen with a ladle next to a pot.""]"
data/synthetic_visual_negation/data/positive/48193_img.png,"[""A doctor's office with a stethoscope next to a syringe.""]"
data/synthetic_visual_negation/data/positive/101758_img.png,"[""A plate with panna cotta next to a raspberry sauce.""]"
data/synthetic_visual_negation/data/positive/93498_img.png,"[""A terrarium with a tiger salamander next to a plant.""]"
data/synthetic_visual_negation/data/positive/155582_img.png,"[""A safari with a gazelle next to a wildebeest.""]"
data/synthetic_visual_negation/data/positive/120172_img.png,"[""A city street with a Nissan NV Passenger Van 2012 car beside a school bus.""]"
data/synthetic_visual_negation/data/positive/192168_img.png,"[""A picnic scene with a catsup bottle next to a mustard bottle.""]"
data/synthetic_visual_negation/data/positive/91078_img.png,"[""A savannah landscape with a springbok beside a zebra.""]"
data/synthetic_visual_negation/data/positive/190197_img.png,"[""a crowded street with a fanny pack beside a tourist.""]"
data/synthetic_visual_negation/data/positive/33620_img.png,"[""A pasture with a goose next to a sheep.""]"
data/synthetic_visual_negation/data/positive/58195_img.png,"[""A zoo with a mammal beside an aquarium.""]"
data/synthetic_visual_negation/data/positive/210979_img.png,"[""A bird aviary with a rainbow lorikeet next to a cockatoo.""]"
data/synthetic_visual_negation/data/positive/7671_img.png,"[""A muddy road showing a Buick Rainier SUV 2007 car beside a big truck.""]"
data/synthetic_visual_negation/data/positive/148253_img.png,"[""A grassy park with a toy terrier beside a squirrel.""]"
data/synthetic_visual_negation/data/positive/136718_img.png,"[""A savannah with a lioness next to a cub.""]"
data/synthetic_visual_negation/data/positive/159169_img.png,"[""A desert scene with a worm snake next to a cactus.""]"
data/synthetic_visual_negation/data/positive/4985_img.png,"[""A barnyard with an Appenzeller Sennenhund next to a goat.""]"
data/synthetic_visual_negation/data/positive/124765_img.png,"[""A coral reef scene with a sunfish next to a shark.""]"
data/synthetic_visual_negation/data/positive/237691_img.png,"[""A grassy field with a Border Collie beside a frisbee.""]"
data/synthetic_visual_negation/data/positive/134265_img.png,"[""A tree with a hawfinch next to a nest.""]"
data/synthetic_visual_negation/data/positive/154895_img.png,"[""A wildlife sanctuary with an African wild dog beside a giraffe.""]"
data/synthetic_visual_negation/data/positive/12873_img.png,"[""An airplane hangar with a Fokker 50 aircraft beside a Boeing 737 aircraft.""]"
data/synthetic_visual_negation/data/positive/189906_img.png,"[""A drawer with a dry battery next to a flashlight.""]"
data/synthetic_visual_negation/data/positive/129259_img.png,"[""A tarmac with a DC-6 aircraft next to a Boeing 707 plane.""]"
data/synthetic_visual_negation/data/positive/113513_img.png,"[""A messy office desk with a coffee mug beside a laptop.""]"
data/synthetic_visual_negation/data/positive/110634_img.png,"[""A grocery store shelf with a pineapple next to bananas.""]"
data/synthetic_visual_negation/data/positive/35830_img.png,"[""A garage with a lug wrench next to a tire.""]"
data/synthetic_visual_negation/data/positive/44729_img.png,"[""A mannequin with a cowboy hat next to a pair of jeans.""]"
data/synthetic_visual_negation/data/positive/20348_img.png,"[""A park scene with a Standard Schnauzer beside a ball.""]"
data/synthetic_visual_negation/data/positive/140094_img.png,"[""A body of water with a water snake beside a lily pad.""]"
data/synthetic_visual_negation/data/positive/224900_img.png,"[""a beach scene with a bikini beside a beach ball.""]"
data/synthetic_visual_negation/data/positive/160857_img.png,"[""A kitchen table with a soup bowl beside a soup spoon.""]"
data/synthetic_visual_negation/data/positive/161675_img.png,"[""A living room with a shoji screen next to a sofa.""]"
data/synthetic_visual_negation/data/positive/13898_img.png,"[""A lab room with test equipment next to a power supply.""]"
data/synthetic_visual_negation/data/positive/111130_img.png,"[""A sports stadium with a scoreboard next to a crowd.""]"
data/synthetic_visual_negation/data/positive/47681_img.png,"[""A hectic office with a filing cabinet beside an empty desk.""]"
data/synthetic_visual_negation/data/positive/135197_img.png,"[""A forest scene with a lynx sitting beside a tree stump.""]"
data/synthetic_visual_negation/data/positive/31245_img.png,"[""The shore of a tropical beach, with a palm next to a hammock.""]"
data/synthetic_visual_negation/data/positive/242386_img.png,"[""A ping-pong table with a ping-pong ball next to a paddle.""]"
data/synthetic_visual_negation/data/positive/223424_img.png,"[""A breakfast plate with bacon and eggs next to toast.""]"
data/synthetic_visual_negation/data/positive/208814_img.png,"[""A city park with a Bouvier des Flandres dog beside a small poodle.""]"
data/synthetic_visual_negation/data/positive/186438_img.png,"[""A rainy city street with an umbrella next to a person.""]"
data/synthetic_visual_negation/data/positive/73545_img.png,"[""A garage scene with a car mirror beside a car.""]"
data/synthetic_visual_negation/data/positive/29898_img.png,"[""A snow-filled forest with a grey wolf next to a moose.""]"
data/synthetic_visual_negation/data/positive/120324_img.png,"[""A barbershop with a barber chair beside a counter.""]"
data/synthetic_visual_negation/data/positive/233496_img.png,"[""A camping trip in a sleeping bag next to a tent.""]"
data/synthetic_visual_negation/data/positive/145888_img.png,"[""An office setting with a filing cabinet beside a computer.""]"
data/synthetic_visual_negation/data/positive/183159_img.png,"[""A laundry room with a clothes iron beside a laundry basket.""]"
data/synthetic_visual_negation/data/positive/84588_img.png,"[""A police station with a dispatch case next to a computer.""]"
data/synthetic_visual_negation/data/positive/221068_img.png,"[""A newspaper scene with a crossword next to a pen.""]"
data/synthetic_visual_negation/data/positive/79723_img.png,"[""A kitchen counter with a waffle iron beside a plate.""]"
data/synthetic_visual_negation/data/positive/170550_img.png,"[""A decorated living room with a vase beside flowers.""]"
data/synthetic_visual_negation/data/positive/149334_img.png,"[""A park with a Rhodesian ridgeback next to a dachshund.""]"
data/synthetic_visual_negation/data/positive/97658_img.png,"[""A knight scene with a knight beside a shield.""]"
data/synthetic_visual_negation/data/positive/77258_img.png,"[""An outdoor scene with a sleeping bag beside a tent.""]"
data/synthetic_visual_negation/data/positive/126176_img.png,"[""A waterfront park with a wood drake next to a mallard.""]"
data/synthetic_visual_negation/data/positive/241428_img.png,"[""A dog park with a Labrador Retriever beside a puppy.""]"
data/synthetic_visual_negation/data/positive/135866_img.png,"[""A parking lot with a Chevrolet Silverado 1500 Hybrid Crew Cab 2012 next to a motorcycle.""]"
data/synthetic_visual_negation/data/positive/120832_img.png,"[""A hotel room with a chambermaid beside a cart.""]"
data/synthetic_visual_negation/data/positive/24274_img.png,"[""Outside a girl's room showing a pigtail next to a doll.""]"
data/synthetic_visual_negation/data/positive/149638_img.png,"[""A sandy beach with a loggerhead sea turtle next to a sea gull.""]"
data/synthetic_visual_negation/data/positive/117570_img.png,"[""A train station showing a high-speed train beside a subway train.""]"
data/synthetic_visual_negation/data/positive/185259_img.png,"[""A desert landscape with a sinkhole next to a large tree.""]"
data/synthetic_visual_negation/data/positive/46404_img.png,"[""A kitchen counter with a carrot cake beside a mixing bowl.""]"
data/synthetic_visual_negation/data/positive/89858_img.png,"[""A photo of a church next to a graveyard.""]"
data/synthetic_visual_negation/data/positive/240968_img.png,"[""A restaurant table with a knife next to a fork.""]"
data/synthetic_visual_negation/data/positive/118836_img.png,"[""Desert plains with a meerkat beside a tortoise.""]"
data/synthetic_visual_negation/data/positive/129400_img.png,"[""An airport runway with Cessna 208 aircraft beside a mechanic.""]"
data/synthetic_visual_negation/data/positive/163441_img.png,"[""An arcade with a vending machine next to an arcade game.""]"
data/synthetic_visual_negation/data/positive/238134_img.png,"[""A sunny day at the airport with an MD-80 aircraft beside people disembarking.""]"
data/synthetic_visual_negation/data/positive/97553_img.png,"[""A dinner setting with garlic bread beside a plate of spaghetti.""]"
data/synthetic_visual_negation/data/positive/31859_img.png,"[""A train station with a steam locomotive beside a bench.""]"
data/synthetic_visual_negation/data/positive/51938_img.png,"[""A garden with a passion flower beside a butterfly.""]"
data/synthetic_visual_negation/data/positive/185667_img.png,"[""A seafood restaurant table with a lobster roll sandwich next to a lemon wedge.""]"
data/synthetic_visual_negation/data/positive/19737_img.png,"[""A mosque floor with a prayer rug next to a man.""]"
data/synthetic_visual_negation/data/positive/241154_img.png,"[""A breakfast scene with a tea cup next to a bread.""]"
data/synthetic_visual_negation/data/positive/72310_img.png,"[""A japanese temple with a shrine next to a statue.""]"
data/synthetic_visual_negation/data/positive/153498_img.png,"[""A country kitchen with a plate rack beside a tablecloth.""]"
data/synthetic_visual_negation/data/positive/84486_img.png,"[""A jungle scene with an orangutan beside a leopard.""]"
data/synthetic_visual_negation/data/positive/148350_img.png,"[""A carpentry workshop scene with a chainsaw beside a wood board.""]"
data/synthetic_visual_negation/data/positive/16432_img.png,"[""A desert landscape with Ord kangaroo rat beside prickly pear cactus.""]"
data/synthetic_visual_negation/data/positive/59518_img.png,"[""A zoo exhibit with a baboon next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/70893_img.png,"[""A park with a Norwich Terrier next to a young girl.""]"
data/synthetic_visual_negation/data/positive/216550_img.png,"[""a photo of a worm snake beside a fork.""]"
data/synthetic_visual_negation/data/positive/65373_img.png,"[""Zookeepers care for a chimpanzee next to a tiger.""]"
data/synthetic_visual_negation/data/positive/246930_img.png,"[""A row of luxury cars with an Aston Martin V8 Vantage Coupe 2012 car beside a Ferrari.""]"
data/synthetic_visual_negation/data/positive/2650_img.png,"[""A tennis court with a tennis ball next to a racket.""]"
data/synthetic_visual_negation/data/positive/47471_img.png,"[""A kitchen counter with a tea cup beside a coffee maker.""]"
data/synthetic_visual_negation/data/positive/30026_img.png,"[""A living room with a frame next to a bookshelf.""]"
data/synthetic_visual_negation/data/positive/240619_img.png,"[""A cozy dining room with a dessert beside a coffee cup.""]"
data/synthetic_visual_negation/data/positive/162990_img.png,"[""A runway with a Global Express aircraft next to a ground crew.""]"
data/synthetic_visual_negation/data/positive/100300_img.png,"[""A dinner table with a club sandwich next to a glass of wine.""]"
data/synthetic_visual_negation/data/positive/207556_img.png,"[""A night sky scene with a planetarium beside a star.""]"
data/synthetic_visual_negation/data/positive/80963_img.png,"[""A teenager's room with an iPod next to a stereo.""]"
data/synthetic_visual_negation/data/positive/71892_img.png,"[""A Christmas table with eggnog next to a plate of cookies.""]"
data/synthetic_visual_negation/data/positive/177122_img.png,"[""A kitchen with a microwave beside a toaster.""]"
data/synthetic_visual_negation/data/positive/189563_img.png,"[""A wooden desk with a barometer next to a thermometer.""]"
data/synthetic_visual_negation/data/positive/69030_img.png,"[""A mountain biking trail with a mountain bike next to a helmet.""]"
data/synthetic_visual_negation/data/positive/136281_img.png,"[""A safari scene with a lion next to a gazelle.""]"
data/synthetic_visual_negation/data/positive/155652_img.png,"[""A gas station with a Chevrolet Avalanche Crew Cab 2012 car next to a gas pump.""]"
data/synthetic_visual_negation/data/positive/108435_img.png,"[""a desert scene with a meerkat beside a dromedary camel.""]"
data/synthetic_visual_negation/data/positive/66171_img.png,"[""A corner of a room with a barn spider next to a bee.""]"
data/synthetic_visual_negation/data/positive/219930_img.png,"[""A living room scene with a tiger cat next to a dog.""]"
data/synthetic_visual_negation/data/positive/209522_img.png,"[""A living room with a Sussex Spaniel beside a dog bed.""]"
data/synthetic_visual_negation/data/positive/247358_img.png,"[""A small village with a lake dwelling next to a canoe.""]"
data/synthetic_visual_negation/data/positive/147210_img.png,"[""A runway with a BAE-125 aircraft beside a hangar.""]"
data/synthetic_visual_negation/data/positive/85609_img.png,"[""A bakery scene with a cannoli next to a cup of cappuccino.""]"
data/synthetic_visual_negation/data/positive/18041_img.png,"[""A farmyard setting with a rooster beside a pig.""]"
data/synthetic_visual_negation/data/positive/229754_img.png,"[""An office with a peperomia next to a computer monitor.""]"
data/synthetic_visual_negation/data/positive/126660_img.png,"[""A garden with Cairn Terrier beside a squirrel.""]"
data/synthetic_visual_negation/data/positive/118970_img.png,"[""An antique shop with a storage chest next to an old painting.""]"
data/synthetic_visual_negation/data/positive/213482_img.png,"[""A bakery kitchen with a mixing bowl beside a scale.""]"
data/synthetic_visual_negation/data/positive/56851_img.png,"[""A snowy mountain scene with a snowmobile next to a cabin.""]"
data/synthetic_visual_negation/data/positive/94834_img.png,"[""A sunny day photo of a Jeep Wrangler SUV 2012 car beside a mountain backdrop.""]"
data/synthetic_visual_negation/data/positive/146181_img.png,"[""A kitchen with a coffeemaker beside a cup.""]"
data/synthetic_visual_negation/data/positive/180740_img.png,"[""An airport runway with A340-200 aircraft next to a Boeing 747.""]"
data/synthetic_visual_negation/data/positive/235955_img.png,"[""A camping trip with a Dodge Durango SUV 2007 car beside a tent.""]"
data/synthetic_visual_negation/data/positive/75342_img.png,"[""A tree with a chameleon perched next to a koala.""]"
data/synthetic_visual_negation/data/positive/224611_img.png,"[""A picnic table with a Mexican-American next to a sombrero.""]"
data/synthetic_visual_negation/data/positive/191666_img.png,"[""A forest scene with a porcupine next to a skunk.""]"
data/synthetic_visual_negation/data/positive/214419_img.png,"[""A child's backyard with a pinwheel beside a sandbox.""]"
data/synthetic_visual_negation/data/positive/139088_img.png,"[""A dresser with a hair clip next to a hair brush.""]"
data/synthetic_visual_negation/data/positive/109759_img.png,"[""A forest scene with a Bloodhound next to a deer.""]"
data/synthetic_visual_negation/data/positive/194293_img.png,"[""A beach scene with a steel drum next to a beach umbrella.""]"
data/synthetic_visual_negation/data/positive/26895_img.png,"[""A bike workshop with a disc brake next to tools.""]"
data/synthetic_visual_negation/data/positive/203149_img.png,"[""A pond up-close with a water snake beside a fish.""]"
data/synthetic_visual_negation/data/positive/118201_img.png,"[""A school locker showing a combination lock beside a school bag.""]"
data/synthetic_visual_negation/data/positive/44158_img.png,"[""a foggy day scene with a Fokker 70 aircraft parked next to Piper PA-28.""]"
data/synthetic_visual_negation/data/positive/247394_img.png,"[""A farm field with a corn cob beside a scarecrow.""]"
data/synthetic_visual_negation/data/positive/133667_img.png,"[""A forest path with a black-and-tan coonhound next to a squirrel.""]"
data/synthetic_visual_negation/data/positive/4229_img.png,"[""A runway with an A318 aircraft next to a fuel truck.""]"
data/synthetic_visual_negation/data/positive/105187_img.png,"[""A snowy landscape with an Arctic fox next to a snow hare.""]"
data/synthetic_visual_negation/data/positive/6893_img.png,"[""A mirror showing a hair wig beside a person's head.""]"
data/synthetic_visual_negation/data/positive/98308_img.png,"[""A seafood restaurant with a spiny lobster beside a fork.""]"
data/synthetic_visual_negation/data/positive/58610_img.png,"[""An aerial view of the earth beside a communications satellite and a sun.""]"
data/synthetic_visual_negation/data/positive/183641_img.png,"[""A snowy field with a grey fox next to a white rabbit.""]"
data/synthetic_visual_negation/data/positive/58556_img.png,"[""A dog park scene with an Australian Silky Terrier next to a Beagle.""]"
data/synthetic_visual_negation/data/positive/196378_img.png,"[""A park scene with a Wire Fox Terrier beside a Frisbee.""]"
data/synthetic_visual_negation/data/positive/11579_img.png,"[""A schoolyard scene with a flagpole next to a school bus.""]"
data/synthetic_visual_negation/data/positive/27914_img.png,"[""A quiet study room with a library beside a book.""]"
data/synthetic_visual_negation/data/positive/210440_img.png,"[""A backyard with a shovel next to a wheelbarrow.""]"
data/synthetic_visual_negation/data/positive/137761_img.png,"[""A baby's room with a carrycot beside a changing station.""]"
data/synthetic_visual_negation/data/positive/186488_img.png,"[""A construction site with a safety cap next to a hard hat.""]"
data/synthetic_visual_negation/data/positive/116804_img.png,"[""A counter with a mixing bowl beside a stand mixer.""]"
data/synthetic_visual_negation/data/positive/174276_img.png,"[""A busy airport with an A330-300 aircraft beside a luggage cart.""]"
data/synthetic_visual_negation/data/positive/85224_img.png,"[""A forest scene with a giant panda beside a bamboo stalk.""]"
data/synthetic_visual_negation/data/positive/70874_img.png,"[""A sword being stored in a scabbard next to a stand.""]"
data/synthetic_visual_negation/data/positive/145002_img.png,"[""A parking lot with a Chevrolet TrailBlazer SS 2009 car next to a motorcycle.""]"
data/synthetic_visual_negation/data/positive/84562_img.png,"[""A dog show scene with a Kuvasz next to a Dalmatian.""]"
data/synthetic_visual_negation/data/positive/10229_img.png,"[""An aircraft carrier deck scene with an F/A-18 aircraft parked next to a mechanic.""]"
data/synthetic_visual_negation/data/positive/10678_img.png,"[""A parking lot with Chevrolet HHR SS 2010 car beside a truck.""]"
data/synthetic_visual_negation/data/positive/59942_img.png,"[""A mariachi band with a Mexican hat beside a guitar.""]"
data/synthetic_visual_negation/data/positive/90848_img.png,"[""A coral reef with a hawksbill turtle next to another turtle.""]"
data/synthetic_visual_negation/data/positive/123294_img.png,"[""A runway with a 737-400 aircraft beside a baggage cart.""]"
data/synthetic_visual_negation/data/positive/220122_img.png,"[""A rainy street scene with an umbrella beside a pair of boots.""]"
data/synthetic_visual_negation/data/positive/42885_img.png,"[""A music studio with a saxophone beside a microphone.""]"
data/synthetic_visual_negation/data/positive/185202_img.png,"[""A bustling street with a vespa beside a street sign.""]"
data/synthetic_visual_negation/data/positive/214180_img.png,"[""A classic Italian dish picture of an artichoke next to a bowl of olive oil.""]"
data/synthetic_visual_negation/data/positive/151165_img.png,"[""A spacious backyard with a Pembroke Welsh Corgi next to a fire hydrant.""]"
data/synthetic_visual_negation/data/positive/166798_img.png,"[""A rustic country kitchen with a milk can beside a pie.""]"
data/synthetic_visual_negation/data/positive/238307_img.png,"[""A windowsill with a pelargonium next to a cactus.""]"
data/synthetic_visual_negation/data/positive/139774_img.png,"[""A savannah landscape with an African bush elephant next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/81199_img.png,"[""Airport parking ramp with ATR-42 aircraft next to a fuel truck.""]"
data/synthetic_visual_negation/data/positive/43962_img.png,"[""A field with an Irish Setter beside a frisbee.""]"
data/synthetic_visual_negation/data/positive/159124_img.png,"[""A tree trunk scene with a weevil beside a bark.""]"
data/synthetic_visual_negation/data/positive/126294_img.png,"[""A ski slope with a skier beside a snowboarder.""]"
data/synthetic_visual_negation/data/positive/207237_img.png,"[""A forest with a cinnamon bear beside a cub.""]"
data/synthetic_visual_negation/data/positive/117746_img.png,"[""A river with a platypus next to a fish.""]"
data/synthetic_visual_negation/data/positive/248282_img.png,"[""A kitchen table with a cocotte beside a spatula.""]"
data/synthetic_visual_negation/data/positive/186891_img.png,"[""A girl's bedroom with a teddy bear next to a doll.""]"
data/synthetic_visual_negation/data/positive/144401_img.png,"[""A sleek garage with a sports car next to a motorcycle.""]"
data/synthetic_visual_negation/data/positive/92529_img.png,"[""a snowy day with a Malinois dog standing beside boots.""]"
data/synthetic_visual_negation/data/positive/86201_img.png,"[""A snowy field with a staghound beside a sled.""]"
data/synthetic_visual_negation/data/positive/232646_img.png,"[""A cage with a macaw next to a toy.""]"
data/synthetic_visual_negation/data/positive/103955_img.png,"[""A snowy mountain landscape with a snowmobile beside skiers.""]"
data/synthetic_visual_negation/data/positive/108063_img.png,"[""A race track with a McLaren MP4-12C Coupe 2012 car parked next to a repair van.""]"
data/synthetic_visual_negation/data/positive/91026_img.png,"[""A wild safari with an African wild dog beside a caracal.""]"
data/synthetic_visual_negation/data/positive/30281_img.png,"[""A european town square with a church beside a statue.""]"
data/synthetic_visual_negation/data/positive/170302_img.png,"[""A sunny living room with a silk tree beside a cat.""]"
data/synthetic_visual_negation/data/positive/106442_img.png,"[""A front porch with a doormat beside a pair of shoes.""]"
data/synthetic_visual_negation/data/positive/180570_img.png,"[""A snowy landscape with a snowmobile beside a tree.""]"
data/synthetic_visual_negation/data/positive/37145_img.png,"[""A laboratory with a field-emission microscope next to a computer.""]"
data/synthetic_visual_negation/data/positive/167643_img.png,"[""A healthy meal presentation with a raw vegetable beside a nut butter dip.""]"
data/synthetic_visual_negation/data/positive/130458_img.png,"[""A Mexican food table with a chicken quesadilla next to a taco.""]"
data/synthetic_visual_negation/data/positive/137552_img.png,"[""A barroom scene with a bartender next to a bouncer.""]"
data/synthetic_visual_negation/data/positive/156054_img.png,"[""A snowy landscape with a Great Pyrenees dog next to a person.""]"
data/synthetic_visual_negation/data/positive/4264_img.png,"[""A runway with a Saab 2000 aircraft beside a fire truck.""]"
data/synthetic_visual_negation/data/positive/231012_img.png,"[""A sandy beach with a pier next to a surfboard.""]"
data/synthetic_visual_negation/data/positive/115607_img.png,"[""A busy New York street with a taxicab next to a yellow school bus.""]"
data/synthetic_visual_negation/data/positive/15132_img.png,"[""A parking lot scene with a Chevrolet Corvette ZR1 2012 car next to a Ferrari 458 Italia car.""]"
data/synthetic_visual_negation/data/positive/150435_img.png,"[""A wood log with a Chesapeake Bay Retriever beside a duck.""]"
data/synthetic_visual_negation/data/positive/236978_img.png,"[""A workbench with an edge tool beside a clamp.""]"
data/synthetic_visual_negation/data/positive/208154_img.png,"[""A dirty ashtray with a matchstick next to a cigarette butt.""]"
data/synthetic_visual_negation/data/positive/156139_img.png,"[""A photo of a soundbox next to a stereo.""]"
data/synthetic_visual_negation/data/positive/29653_img.png,"[""A rolling farmland with a farm plow next to a scarecrow.""]"
data/synthetic_visual_negation/data/positive/166688_img.png,"[""Tibetan monastery scene with a stupa next to a monk.""]"
data/synthetic_visual_negation/data/positive/47193_img.png,"[""A rocky ocean floor with a malacostracan crustacean beside a jellyfish.""]"
data/synthetic_visual_negation/data/positive/150516_img.png,"[""A party tent with a folding chair next to a picnic blanket.""]"
data/synthetic_visual_negation/data/positive/246645_img.png,"[""A dog show arena with an Ibizan Hound beside a Löwchen.""]"
data/synthetic_visual_negation/data/positive/19431_img.png,"[""A weaver's studio with a distaff beside a loom.""]"
data/synthetic_visual_negation/data/positive/158293_img.png,"[""A lush backyard with a croquet ball next to a mallet.""]"
data/synthetic_visual_negation/data/positive/233434_img.png,"[""A rainforest scene with a coucal next to a bowerbird.""]"
data/synthetic_visual_negation/data/positive/26446_img.png,"[""A runway with a 737-800 aircraft next to another 737-800 aircraft.""]"
data/synthetic_visual_negation/data/positive/117897_img.png,"[""A forest with a junco beside a pinecone.""]"
data/synthetic_visual_negation/data/positive/150618_img.png,"[""A gardening shed table with a black-eyed susan beside a watering can.""]"
data/synthetic_visual_negation/data/positive/78472_img.png,"[""A bathroom scene with a medicine cabinet beside a toilet.""]"
data/synthetic_visual_negation/data/positive/11352_img.png,"[""A terrarium with a European toad next to a plant.""]"
data/synthetic_visual_negation/data/positive/5288_img.png,"[""An airport gate with a CRJ-700 aircraft beside a jet bridge.""]"
data/synthetic_visual_negation/data/positive/189162_img.png,"[""A living room scene with a bookcase next to a sofa.""]"
data/synthetic_visual_negation/data/positive/236273_img.png,"[""A luxury car store with an Audi A5 Coupe 2012 car beside a red carpet.""]"
data/synthetic_visual_negation/data/positive/201010_img.png,"[""The shallow ocean floor covered in seaweed with a spotted eagle ray next to a hammerhead shark.""]"
data/synthetic_visual_negation/data/positive/198523_img.png,"[""An office space with a laptop computer beside a monitor.""]"
data/synthetic_visual_negation/data/positive/249092_img.png,"[""A home bar with a cocktail shaker beside a martini glass.""]"
data/synthetic_visual_negation/data/positive/234339_img.png,"[""A private airport with Challenger 600 aircraft beside a baggage cart.""]"
data/synthetic_visual_negation/data/positive/133284_img.png,"[""A forest with a mushroom beside a log.""]"
data/synthetic_visual_negation/data/positive/79446_img.png,"[""A table at a Peruvian restaurant with ceviche beside a fork.""]"
data/synthetic_visual_negation/data/positive/112101_img.png,"[""A pond with a smooth newt beside a water lily.""]"
data/synthetic_visual_negation/data/positive/37830_img.png,"[""A table with a spaghetti squash next to a knife.""]"
data/synthetic_visual_negation/data/positive/154788_img.png,"[""A food stall with pad thai beside a bowl of rice.""]"
data/synthetic_visual_negation/data/positive/59399_img.png,"[""A leather belt with a buckle next to a watch.""]"
data/synthetic_visual_negation/data/positive/25724_img.png,"[""A quiet temple with a gong beside an incense stick.""]"
data/synthetic_visual_negation/data/positive/69990_img.png,"[""A busy airport terminal with an A321 aircraft beside a baggage carousel.""]"
data/synthetic_visual_negation/data/positive/201265_img.png,"[""a photo of a Bluetick Coonhound next to a bowl of dog food.""]"
data/synthetic_visual_negation/data/positive/92538_img.png,"[""A bridal shop with a bridal gown beside a wedding cake.""]"
data/synthetic_visual_negation/data/positive/241247_img.png,"[""A sports event featuring a race car beside a crowd of thrilled spectators.""]"
data/synthetic_visual_negation/data/positive/26731_img.png,"[""A matchbox with a matchstick beside a box of matches.""]"
data/synthetic_visual_negation/data/positive/178226_img.png,"[""A medical scene with a syringe beside a bandage.""]"
data/synthetic_visual_negation/data/positive/121041_img.png,"[""A company break room with a vending machine next to a coffee machine.""]"
data/synthetic_visual_negation/data/positive/71621_img.png,"[""A fish and chips store with fish and chips beside a menu board.""]"
data/synthetic_visual_negation/data/positive/48658_img.png,"[""An arctic sea ice floe with a tufted puffin next to a walrus.""]"
data/synthetic_visual_negation/data/positive/32467_img.png,"[""An airplane hanger with a 737-600 aircraft next to a baggage cart.""]"
data/synthetic_visual_negation/data/positive/180089_img.png,"[""A festival scene with a kite balloon next to a person.""]"
data/synthetic_visual_negation/data/positive/14775_img.png,"[""A photo of dough next to a rolling pin.""]"
data/synthetic_visual_negation/data/positive/164122_img.png,"[""A yoga studio with a Mexican hairless dog (xoloitzcuintli) next to a yoga ball.""]"
data/synthetic_visual_negation/data/positive/48357_img.png,"[""A national park with a bison next to a tree.""]"
data/synthetic_visual_negation/data/positive/76271_img.png,"[""A museum scene with a shield beside a sword.""]"
data/synthetic_visual_negation/data/positive/78184_img.png,"[""A parking lot with Hyundai Sonata Sedan 2012 car beside a red bicycle.""]"
data/synthetic_visual_negation/data/positive/20984_img.png,"[""A rack with a maroon shirt next to a black jacket.""]"
data/synthetic_visual_negation/data/positive/151598_img.png,"[""A suburban backyard with a picket fence next to a swing set.""]"
data/synthetic_visual_negation/data/positive/118270_img.png,"[""An icy landscape with a sled dog beside a husky.""]"
data/synthetic_visual_negation/data/positive/50760_img.png,"[""A flower garden with a Rufous Hummingbird beside a bee.""]"
data/synthetic_visual_negation/data/positive/212224_img.png,"[""A forest landscape illustrating a lynx next to a deer.""]"
data/synthetic_visual_negation/data/positive/244721_img.png,"[""A fishing tackle box with an eel beside a fishing rod.""]"
data/synthetic_visual_negation/data/positive/71838_img.png,"[""A bike shop with a tandem bicycle next to a repair stand.""]"
data/synthetic_visual_negation/data/positive/95148_img.png,"[""a hangar or tarmac scene with a B200 aircraft parked beside a fuel truck.""]"
data/synthetic_visual_negation/data/positive/237563_img.png,"[""A bar with a beer glass next to pretzels.""]"
data/synthetic_visual_negation/data/positive/220870_img.png,"[""A dog park with an Australian Silky Terrier beside a man.""]"
data/synthetic_visual_negation/data/positive/20363_img.png,"[""A plate with haricot vert beside mashed potatoes.""]"
data/synthetic_visual_negation/data/positive/147537_img.png,"[""A bunny's burrow with a carrot next to a lettuce.""]"
data/synthetic_visual_negation/data/positive/199799_img.png,"[""a brunch scene with croque madame dish beside a latte.""]"
data/synthetic_visual_negation/data/positive/18200_img.png,"[""A rocky beach with a Dungeness crab next to a sea star.""]"
data/synthetic_visual_negation/data/positive/41026_img.png,"[""A table with lasagna next to a salad.""]"
data/synthetic_visual_negation/data/positive/77492_img.png,"[""A photo of an isopod next to a rock.""]"
data/synthetic_visual_negation/data/positive/149381_img.png,"[""A busy runway with a 737-400 aircraft next to a Boeing 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/95485_img.png,"[""A police station lobby with a line officer next to a desk.""]"
data/synthetic_visual_negation/data/positive/198103_img.png,"[""A garden shed with a wheelbarrow beside a watering can.""]"
data/synthetic_visual_negation/data/positive/85807_img.png,"[""A close-up picture of a green lacewing next to a flower.""]"
data/synthetic_visual_negation/data/positive/5678_img.png,"[""A mudflat showing a redshank next to a dunlin.""]"
